Customer S.No,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchase,Preferred Payment Method,Frequency of Purchase
179,40,Other,T-Shirt,Bags,931.04,Chicago,S,Olive,Winter,4.3,Active,Apple Pay,Nextday,Yes,TECH10,No,Google Pay,Quarterly
180,21,Female,T-Shirt,Accessories,611.02,Chicago,L,Green,Fall,3.0,Active,PayPal,Express,Yes,SUMMER20,No,Apple Pay,Weekly
181,28,Other,Wristwatch,Footwear,726.46,Miami,M,Green,Summer,5.0,Active,PayPal,Standard,Yes,SUMMER20,No,Debit Card,Monthly
182,29,Male,Gaming Console,Clothing,963.33,Boston,S,White,Summer,4.1,Inactive,Credit Card,Store pickup,Yes,TECH10,Yes,Google Pay,Weekly
183,33,Female,kurta,Footwear,936.08,Las Vegas,M,Red,Spring,2.1,Inactive,Debit Card,Store pickup,No,None,No,Google Pay,Bi-Weekly
184,52,Male,Perfume,Accessories,556.24,San Francisco,N/A,Yellow,Summer,4.3,Active,Apple Pay,Store pickup,Yes,SUMMER20,Yes,PayPal,Yearly
185,30,Female,T-Shirt,Clothing,154.04,Seattle,N/A,Orange,Winter,1.7,Active,Credit Card,Express,No,None,Yes,Apple Pay,Weekly
186,28,Other,Laptop,Clothing,440.22,Los Angeles,M,Red,Summer,3.4,Active,Google Pay,Nextday,Yes,None,Yes,Google Pay,Bi-Weekly
187,55,Female,sweater,Footwear,145.38,San Francisco,XL,Blue,Spring,1.1,Active,PayPal,Express,Yes,SPRING15,Yes,PayPal,Monthly
188,22,Other,Handbag,Electronics,253.76,Chicago,L,Orange,Spring,1.6,Inactive,Digital Wallet,Free ship,No,None,Yes,Google Pay,Bi-Weekly
189,45,Other,sweater,Beauty,442.54,Denver,N/A,White,Fall,2.1,Inactive,Debit Card,Store pickup,Yes,SPRING15,Yes,Google Pay,Monthly
190,49,Male,kurta,Electronics,645.97,Los Angeles,M,Purple,All Seasons,4.5,Inactive,Debit Card,Express,No,None,No,Debit Card,Bi-Weekly
191,25,Female,Smartphone,Clothing,766.51,Denver,N/A,Yellow,Fall,2.1,Inactive,PayPal,Nextday,No,None,Yes,Apple Pay,Weekly
192,24,Male,Handbag,Electronics,998.32,Chicago,N/A,Black,Fall,3.8,Inactive,Google Pay,Store pickup,Yes,BEAUTY5,Yes,Credit Card,Bi-Weekly
193,53,Other,T-Shirt,Electronics,711.06,Chicago,S,Orange,Spring,3.3,Active,Apple Pay,Free ship,Yes,TECH10,Yes,Apple Pay,Quarterly
194,54,Male,Smartphone,Accessories,862.17,Los Angeles,N/A,Olive,Fall,2.6,Inactive,PayPal,Express,Yes,SPRING15,No,PayPal,Bi-Weekly
195,59,Male,Laptop,Bags,889.05,Chicago,S,Yellow,Spring,4.3,Active,Credit Card,Nextday,No,None,No,Credit Card,Weekly
196,32,Other,jeans,Footwear,310.54,Las Vegas,XL,Olive,Winter,3.2,Inactive,Credit Card,Store pickup,Yes,SPRING15,Yes,Debit Card,Yearly
197,39,Other,Running Shoes,Accessories,239.35,Las Vegas,L,Black,Summer,4.4,Active,Digital Wallet,Store pickup,Yes,BEAUTY5,Yes,Google Pay,Weekly
198,51,Other,Handbag,Accessories,327.16,Miami,M,Silver,Summer,2.4,Active,Credit Card,Standard,No,None,No,Google Pay,Yearly
199,55,Female,Handbag,Footwear,210.42,Las Vegas,S,Blue,Fall,4.5,Active,Credit Card,Free ship,Yes,BEAUTY5,Yes,Apple Pay,Quarterly
200,44,Male,Laptop,Footwear,19.55,Boston,XL,Silver,Fall,4.5,Active,Apple Pay,Standard,Yes,TECH10,No,Credit Card,Quarterly
201,47,Female,Wristwatch,Footwear,154.28,Chicago,XL,Grey,Fall,3.2,Inactive,PayPal,Free ship,Yes,BEAUTY5,Yes,Credit Card,Yearly
202,42,Other,sweater,Clothing,981.63,Boston,L,Gold,Summer,4.1,Active,Debit Card,Free ship,Yes,BEAUTY5,Yes,PayPal,Yearly
203,51,Female,jeans,Beauty,521.49,Houston,M,Gold,Summer,1.9,Inactive,Credit Card,Standard,Yes,SPRING15,No,Debit Card,Yearly
204,40,Other,Dress,Clothing,345.53,Denver,XL,Green,All Seasons,2.9,Inactive,Debit Card,Store pickup,Yes,SUMMER20,Yes,Google Pay,Quarterly
205,44,Other,Gaming Console,Bags,744.23,Las Vegas,L,Silver,Summer,4.6,Active,Apple Pay,Express,Yes,None,Yes,Credit Card,Monthly
206,53,Male,Perfume,Bags,265.45,Chicago,L,Gold,All Seasons,3.5,Active,Apple Pay,Standard,No,None,No,Debit Card,Quarterly
207,34,Other,Running Shoes,Footwear,258.1,Houston,L,Blue,All Seasons,1.5,Active,Debit Card,Standard,No,None,No,Google Pay,Yearly
208,48,Other,jeans,Electronics,821.52,New York,N/A,Gold,Winter,2.3,Active,Credit Card,Nextday,No,None,Yes,Debit Card,Yearly
209,57,Other,sweater,Electronics,561.59,Chicago,N/A,Orange,Winter,3.5,Inactive,PayPal,Express,Yes,None,No,Debit Card,Bi-Weekly
210,19,Female,kurta,Footwear,980.07,Chicago,N/A,Gray,Spring,3.5,Inactive,PayPal,Store pickup,No,None,No,Google Pay,Quarterly
211,26,Female,Dress,Footwear,168.3,Chicago,XL,Green,Spring,4.9,Active,PayPal,Free ship,Yes,SUMMER20,No,PayPal,Yearly
212,21,Male,Perfume,Electronics,726.63,Los Angeles,L,Olive,Winter,3.4,Inactive,Digital Wallet,Store pickup,Yes,BEAUTY5,Yes,PayPal,Monthly
213,36,Other,Laptop,Footwear,562.19,Houston,S,Orange,Fall,3.0,Active,Google Pay,Express,No,None,Yes,Apple Pay,Monthly
214,50,Other,sunglasses,Beauty,88.94,Chicago,M,Blue,Summer,3.2,Inactive,PayPal,Express,No,None,No,Google Pay,Yearly
215,19,Male,Smartphone,Beauty,89.95,Houston,L,Green,All Seasons,3.7,Inactive,PayPal,Standard,Yes,BEAUTY5,No,Google Pay,Bi-Weekly
216,18,Female,Perfume,Accessories,784.03,Boston,L,Silver,Winter,3.6,Active,Digital Wallet,Standard,No,None,Yes,Debit Card,Bi-Weekly
217,18,Male,Running Shoes,Footwear,357.34,Houston,S,Blue,Spring,2.0,Active,Digital Wallet,Free ship,No,None,No,Google Pay,Monthly
218,41,Other,jeans,Electronics,290.35,Denver,XL,Blue,Fall,2.6,Inactive,Apple Pay,Nextday,Yes,SUMMER20,No,PayPal,Bi-Weekly
219,50,Other,Running Shoes,Clothing,762.76,Las Vegas,S,Yellow,Fall,2.1,Inactive,Digital Wallet,Standard,Yes,None,Yes,PayPal,Bi-Weekly
220,38,Other,kurta,Accessories,380.13,Los Angeles,N/A,White,Spring,2.2,Inactive,Credit Card,Standard,No,None,Yes,PayPal,Bi-Weekly
221,43,Other,kurta,Accessories,435.51,Los Angeles,L,Yellow,All Seasons,4.1,Inactive,Debit Card,Standard,No,None,No,Apple Pay,Weekly
222,30,Other,sweater,Beauty,331.68,Las Vegas,XL,Pink,Summer,4.5,Inactive,Google Pay,Standard,Yes,BEAUTY5,Yes,Credit Card,Yearly
223,18,Female,Gaming Console,Accessories,12.53,Chicago,S,Gray,Winter,2.0,Active,Google Pay,Express,No,None,No,PayPal,Yearly
224,41,Male,Smartphone,Clothing,761.1,Denver,N/A,Red,All Seasons,4.5,Inactive,Apple Pay,Store pickup,No,None,Yes,PayPal,Bi-Weekly
225,31,Female,Gaming Console,Clothing,230.28,Las Vegas,XL,Olive,Summer,3.9,Inactive,Debit Card,Store pickup,Yes,SUMMER20,Yes,PayPal,Bi-Weekly
226,34,Female,kurta,Beauty,184.68,Miami,S,Gold,Fall,3.7,Inactive,Digital Wallet,Standard,Yes,TECH10,Yes,Apple Pay,Yearly
227,49,Male,T-Shirt,Accessories,837.32,New York,M,Green,All Seasons,3.1,Inactive,Digital Wallet,Express,No,None,Yes,Google Pay,Bi-Weekly
228,60,Female,Running Shoes,Accessories,23.63,Denver,XL,Orange,Winter,1.7,Active,Google Pay,Express,No,None,No,Google Pay,Monthly
229,27,Other,Running Shoes,Beauty,816.22,San Francisco,M,Pink,Spring,3.5,Inactive,Apple Pay,Standard,Yes,TECH10,Yes,Debit Card,Monthly
230,26,Other,Dress,Footwear,528.94,Houston,M,Green,All Seasons,3.8,Inactive,Apple Pay,Nextday,No,None,Yes,Debit Card,Monthly
231,25,Female,T-Shirt,Bags,158.69,New York,S,Grey,All Seasons,4.4,Inactive,PayPal,Express,No,None,No,Credit Card,Weekly
232,32,Female,Backpack,Footwear,361.3,New York,N/A,Orange,Summer,3.9,Active,Credit Card,Store pickup,Yes,None,Yes,Apple Pay,Bi-Weekly
233,37,Male,Laptop,Bags,785.91,Los Angeles,XL,Black,Fall,4.6,Active,Debit Card,Express,No,None,Yes,Apple Pay,Monthly
234,34,Female,sunglasses,Accessories,692.78,New York,M,Yellow,All Seasons,4.8,Active,Credit Card,Nextday,No,None,Yes,PayPal,Monthly
235,41,Female,Gaming Console,Clothing,309.21,San Francisco,XL,Green,Summer,1.8,Inactive,Debit Card,Express,No,None,No,Credit Card,Quarterly
236,28,Other,Smartphone,Footwear,757.73,Las Vegas,M,Pink,All Seasons,3.1,Active,Debit Card,Store pickup,No,None,No,Debit Card,Quarterly
237,51,Female,Wristwatch,Electronics,191.84,Boston,XL,Olive,Winter,3.0,Active,Digital Wallet,Nextday,Yes,TECH10,Yes,PayPal,Monthly
238,49,Male,kurta,Clothing,607.98,Las Vegas,XL,Green,Winter,3.7,Active,Google Pay,Express,Yes,SUMMER20,No,Apple Pay,Monthly
239,23,Male,sunglasses,Beauty,61.31,Seattle,L,Orange,All Seasons,2.1,Inactive,Apple Pay,Free ship,Yes,TECH10,Yes,Debit Card,Monthly
240,30,Other,kurta,Bags,658.61,Miami,M,Black,Spring,1.2,Active,Apple Pay,Standard,Yes,TECH10,No,Debit Card,Bi-Weekly
241,36,Female,Smartphone,Electronics,512.34,San Francisco,M,Pink,All Seasons,3.8,Active,Credit Card,Express,Yes,SPRING15,No,PayPal,Yearly
242,27,Male,sunglasses,Clothing,403.14,Boston,N/A,Black,Spring,1.1,Inactive,Debit Card,Express,Yes,TECH10,Yes,PayPal,Quarterly
243,34,Female,Dress,Bags,477.33,Houston,XL,Orange,Spring,3.7,Inactive,Google Pay,Free ship,Yes,SPRING15,Yes,Debit Card,Weekly
244,51,Male,sweater,Footwear,709.19,Houston,L,Orange,All Seasons,4.0,Active,Debit Card,Express,No,None,Yes,PayPal,Weekly
245,48,Other,Perfume,Electronics,397.59,Denver,N/A,Gold,Fall,2.4,Inactive,Google Pay,Store pickup,No,None,Yes,PayPal,Quarterly
246,45,Male,jeans,Footwear,816.86,Las Vegas,L,Purple,Spring,3.2,Inactive,Digital Wallet,Free ship,Yes,SUMMER20,Yes,PayPal,Monthly
247,50,Male,Gaming Console,Electronics,145.04,Seattle,L,Orange,Fall,2.5,Active,Digital Wallet,Free ship,No,None,No,Apple Pay,Yearly
248,51,Male,Backpack,Beauty,906.7,Seattle,XL,White,Summer,1.4,Inactive,PayPal,Standard,No,None,Yes,Apple Pay,Yearly
249,54,Female,Gaming Console,Clothing,248.42,New York,XL,Yellow,Winter,1.1,Inactive,Credit Card,Free ship,Yes,TECH10,No,Credit Card,Quarterly
250,21,Female,Wristwatch,Clothing,903.29,Miami,XL,Orange,Fall,1.1,Inactive,Google Pay,Store pickup,Yes,None,No,Google Pay,Monthly
251,45,Male,Wristwatch,Bags,255.56,Denver,XL,White,Winter,4.6,Active,Credit Card,Nextday,Yes,SPRING15,Yes,PayPal,Yearly
252,19,Female,T-Shirt,Bags,356.28,Denver,L,Red,Winter,4.6,Active,Google Pay,Nextday,Yes,SPRING15,No,Google Pay,Yearly
253,18,Female,Handbag,Bags,447.07,San Francisco,XL,Gold,Spring,4.0,Inactive,Google Pay,Express,Yes,BEAUTY5,No,Apple Pay,Monthly
254,27,Male,sweater,Bags,847.58,Chicago,XL,Silver,Spring,3.3,Inactive,Google Pay,Store pickup,No,None,Yes,Apple Pay,Weekly
255,37,Male,jeans,Electronics,358.97,Seattle,S,Orange,Winter,3.4,Inactive,Digital Wallet,Express,Yes,SUMMER20,Yes,PayPal,Yearly
256,21,Male,Handbag,Bags,920.52,San Francisco,S,Red,Summer,2.1,Active,PayPal,Standard,Yes,SUMMER20,No,Credit Card,Bi-Weekly
257,43,Other,sweater,Electronics,413.5,San Francisco,N/A,Gold,Summer,5.0,Active,PayPal,Free ship,No,None,Yes,Google Pay,Quarterly
258,55,Male,Gaming Console,Electronics,477.74,Boston,N/A,White,Spring,3.4,Active,Google Pay,Free ship,No,None,Yes,Credit Card,Bi-Weekly
259,24,Female,jeans,Beauty,227.0,New York,M,Gold,Spring,1.4,Inactive,Google Pay,Store pickup,No,None,Yes,Debit Card,Monthly
260,55,Other,Handbag,Clothing,518.14,Chicago,M,Gold,Winter,1.2,Active,Google Pay,Free ship,Yes,None,Yes,Credit Card,Bi-Weekly
261,47,Other,Backpack,Footwear,225.3,Boston,L,White,Winter,1.8,Active,Digital Wallet,Nextday,No,None,No,Google Pay,Quarterly
262,56,Other,Handbag,Electronics,406.15,Boston,S,Orange,Fall,1.2,Active,Digital Wallet,Standard,No,None,No,PayPal,Weekly
263,35,Female,Laptop,Footwear,490.32,Chicago,N/A,Grey,Spring,2.1,Inactive,Apple Pay,Express,Yes,TECH10,No,Debit Card,Weekly
264,18,Female,Perfume,Beauty,364.26,Houston,M,Gray,Winter,3.6,Inactive,PayPal,Nextday,Yes,TECH10,No,PayPal,Bi-Weekly
265,33,Other,Dress,Beauty,849.07,Houston,S,Grey,Winter,4.6,Inactive,Google Pay,Nextday,Yes,None,Yes,Apple Pay,Yearly
266,25,Female,Laptop,Accessories,969.65,Las Vegas,XL,Blue,Summer,1.9,Inactive,Digital Wallet,Express,No,None,Yes,Google Pay,Yearly
267,41,Other,Running Shoes,Accessories,859.13,Seattle,XL,Olive,Fall,1.5,Active,Apple Pay,Nextday,Yes,SPRING15,Yes,Debit Card,Yearly
268,26,Female,Gaming Console,Accessories,872.21,Miami,M,Black,Summer,1.2,Active,Apple Pay,Standard,No,None,Yes,Debit Card,Quarterly
269,42,Female,Dress,Beauty,392.59,New York,N/A,Red,Winter,4.1,Active,Google Pay,Standard,No,None,Yes,PayPal,Quarterly
270,30,Female,kurta,Beauty,205.48,Los Angeles,N/A,Silver,All Seasons,3.5,Inactive,Apple Pay,Express,No,None,No,Google Pay,Yearly
271,41,Other,kurta,Bags,495.48,Las Vegas,XL,Blue,Winter,4.1,Active,Debit Card,Free ship,Yes,TECH10,Yes,PayPal,Monthly
272,25,Other,jeans,Electronics,837.45,Denver,N/A,Grey,Spring,1.1,Inactive,PayPal,Standard,No,None,Yes,Apple Pay,Monthly
273,56,Other,Running Shoes,Clothing,110.99,San Francisco,N/A,Purple,Summer,3.9,Active,Digital Wallet,Express,Yes,BEAUTY5,Yes,Google Pay,Weekly
274,33,Other,sweater,Electronics,779.52,Las Vegas,M,Pink,Summer,2.1,Active,Debit Card,Free ship,Yes,None,Yes,PayPal,Quarterly
275,32,Female,Dress,Electronics,724.45,Seattle,S,Yellow,Spring,4.8,Active,Debit Card,Nextday,No,None,Yes,PayPal,Quarterly
276,22,Female,kurta,Bags,938.65,Miami,M,Pink,Winter,4.4,Inactive,Credit Card,Nextday,No,None,No,Google Pay,Monthly
277,23,Other,Laptop,Footwear,903.69,New York,L,Orange,Fall,2.8,Active,Debit Card,Free ship,Yes,None,No,PayPal,Weekly
278,47,Female,jeans,Clothing,242.19,San Francisco,S,Purple,Spring,4.1,Active,Credit Card,Store pickup,Yes,BEAUTY5,Yes,Apple Pay,Weekly
279,28,Female,sunglasses,Clothing,607.36,Miami,N/A,White,Winter,3.1,Inactive,Credit Card,Free ship,No,None,Yes,Google Pay,Bi-Weekly
280,18,Other,Wristwatch,Beauty,931.35,Los Angeles,S,Silver,All Seasons,3.6,Inactive,PayPal,Express,No,None,Yes,Apple Pay,Bi-Weekly
281,49,Female,Perfume,Clothing,944.98,Los Angeles,M,Black,Spring,3.9,Active,Google Pay,Store pickup,No,None,Yes,Debit Card,Monthly
282,22,Male,Dress,Beauty,467.03,Las Vegas,XL,Purple,Winter,2.6,Inactive,Digital Wallet,Store pickup,No,None,No,Credit Card,Monthly
283,50,Other,sunglasses,Accessories,690.43,Denver,M,Orange,Fall,1.4,Inactive,Debit Card,Express,Yes,BEAUTY5,No,Google Pay,Weekly
284,34,Male,Backpack,Electronics,199.99,Chicago,L,Blue,Winter,2.7,Inactive,Apple Pay,Standard,Yes,SPRING15,No,Debit Card,Bi-Weekly
285,54,Other,Perfume,Electronics,760.59,Houston,N/A,Gray,All Seasons,1.4,Active,Credit Card,Store pickup,No,None,Yes,PayPal,Yearly
286,48,Female,Running Shoes,Beauty,873.43,Miami,M,Yellow,Fall,3.6,Inactive,Credit Card,Express,No,None,No,Credit Card,Yearly
287,36,Male,kurta,Clothing,136.16,Seattle,XL,Orange,Spring,3.0,Active,PayPal,Nextday,No,None,No,Debit Card,Weekly
288,50,Male,Gaming Console,Footwear,998.11,Chicago,N/A,Orange,Fall,2.8,Active,Digital Wallet,Nextday,Yes,TECH10,No,PayPal,Bi-Weekly
289,28,Other,Smartphone,Accessories,165.8,Denver,L,Grey,All Seasons,2.0,Active,Debit Card,Nextday,No,None,No,Credit Card,Monthly
290,28,Other,Dress,Footwear,30.76,Denver,S,Green,Fall,1.1,Inactive,PayPal,Store pickup,Yes,SUMMER20,No,Apple Pay,Bi-Weekly
291,47,Other,T-Shirt,Bags,785.26,San Francisco,L,Gold,Fall,1.8,Active,Apple Pay,Free ship,Yes,SPRING15,No,Credit Card,Bi-Weekly
292,31,Other,Laptop,Accessories,364.13,Las Vegas,XL,Gray,Winter,4.7,Active,Credit Card,Free ship,No,None,No,Apple Pay,Bi-Weekly
293,58,Other,sweater,Electronics,366.05,Miami,XL,Silver,Winter,4.4,Inactive,PayPal,Free ship,No,None,No,Credit Card,Yearly
294,38,Female,Running Shoes,Beauty,232.34,San Francisco,N/A,Red,Summer,2.0,Inactive,PayPal,Express,No,None,Yes,PayPal,Yearly
295,21,Female,Wristwatch,Footwear,374.9,Las Vegas,S,Red,All Seasons,3.1,Active,Digital Wallet,Store pickup,No,None,No,Apple Pay,Monthly
296,53,Female,Backpack,Electronics,361.15,Miami,S,Grey,Spring,3.3,Inactive,Credit Card,Store pickup,Yes,SUMMER20,No,Apple Pay,Bi-Weekly
297,43,Female,kurta,Clothing,545.36,Los Angeles,S,Yellow,Spring,4.4,Active,Digital Wallet,Standard,No,None,No,PayPal,Yearly
298,33,Other,Handbag,Electronics,906.44,Denver,M,Silver,All Seasons,5.0,Active,Apple Pay,Standard,Yes,BEAUTY5,Yes,PayPal,Monthly
299,19,Female,Wristwatch,Electronics,862.82,Seattle,N/A,Olive,Fall,3.3,Inactive,Credit Card,Nextday,Yes,SPRING15,Yes,Apple Pay,Monthly
300,41,Female,T-Shirt,Clothing,885.08,Houston,N/A,Black,Winter,1.2,Inactive,PayPal,Express,No,None,No,Google Pay,Bi-Weekly
301,56,Other,jeans,Accessories,765.06,Boston,S,Grey,Summer,2.0,Inactive,Digital Wallet,Standard,Yes,SUMMER20,Yes,PayPal,Quarterly
302,36,Female,Running Shoes,Footwear,649.13,New York,XL,Red,Spring,2.0,Inactive,Credit Card,Store pickup,Yes,None,Yes,Debit Card,Weekly
303,46,Other,T-Shirt,Beauty,139.42,Los Angeles,XL,Black,Fall,4.1,Inactive,PayPal,Nextday,Yes,TECH10,No,PayPal,Quarterly
304,22,Male,T-Shirt,Electronics,883.77,Miami,XL,White,All Seasons,4.2,Active,Digital Wallet,Express,No,None,Yes,Apple Pay,Weekly
305,54,Male,Running Shoes,Electronics,847.23,San Francisco,XL,Grey,Spring,3.1,Inactive,Digital Wallet,Nextday,No,None,No,Debit Card,Yearly
306,39,Male,jeans,Accessories,481.1,Chicago,XL,Grey,Winter,2.9,Inactive,Apple Pay,Store pickup,Yes,BEAUTY5,Yes,PayPal,Yearly
307,20,Male,Dress,Beauty,644.29,Houston,L,White,Spring,3.9,Active,Apple Pay,Express,No,None,Yes,Apple Pay,Quarterly
308,34,Other,Perfume,Bags,592.22,Las Vegas,N/A,Blue,Winter,4.1,Inactive,PayPal,Standard,No,None,Yes,Debit Card,Yearly
309,20,Female,Gaming Console,Clothing,981.61,San Francisco,N/A,Yellow,All Seasons,4.3,Inactive,Credit Card,Express,Yes,TECH10,No,Debit Card,Monthly
310,48,Other,jeans,Bags,818.15,New York,M,Yellow,Spring,3.8,Active,PayPal,Store pickup,Yes,SUMMER20,Yes,Google Pay,Yearly
311,43,Female,kurta,Footwear,271.17,Chicago,S,Green,Winter,5.0,Inactive,Credit Card,Free ship,Yes,None,No,Google Pay,Bi-Weekly
312,48,Female,Wristwatch,Clothing,522.44,Chicago,S,Black,Summer,3.9,Inactive,Debit Card,Free ship,No,None,No,Credit Card,Weekly
313,37,Male,kurta,Clothing,544.57,Las Vegas,S,Green,All Seasons,1.9,Inactive,Digital Wallet,Express,No,None,Yes,Debit Card,Bi-Weekly
314,58,Female,jeans,Electronics,912.75,Los Angeles,S,Red,Summer,1.7,Active,Apple Pay,Standard,No,None,Yes,Debit Card,Yearly
315,22,Other,Perfume,Electronics,504.31,Houston,XL,Green,Summer,1.4,Active,Apple Pay,Store pickup,No,None,No,Credit Card,Weekly
316,53,Male,Gaming Console,Bags,710.11,Los Angeles,M,White,Summer,1.3,Inactive,Digital Wallet,Store pickup,No,None,No,Google Pay,Yearly
317,21,Male,Dress,Clothing,399.05,New York,S,Gray,Summer,3.8,Active,Apple Pay,Nextday,Yes,None,Yes,Google Pay,Bi-Weekly
318,27,Male,Running Shoes,Clothing,500.59,San Francisco,N/A,Gray,Fall,3.4,Active,Digital Wallet,Standard,Yes,TECH10,No,Apple Pay,Quarterly
319,56,Male,Dress,Bags,445.48,San Francisco,S,Pink,Summer,4.6,Inactive,Debit Card,Express,Yes,None,Yes,Credit Card,Weekly
320,54,Male,sweater,Bags,494.97,Las Vegas,M,Red,Fall,1.1,Inactive,PayPal,Express,Yes,SPRING15,Yes,Google Pay,Weekly
321,38,Male,T-Shirt,Accessories,525.33,Seattle,M,Silver,Spring,4.5,Inactive,Apple Pay,Express,Yes,TECH10,Yes,Debit Card,Monthly
322,51,Male,Backpack,Accessories,201.57,Denver,S,Yellow,All Seasons,4.8,Active,Credit Card,Store pickup,No,None,No,PayPal,Yearly
323,42,Male,Running Shoes,Beauty,60.44,New York,XL,Purple,Fall,3.1,Active,Credit Card,Store pickup,No,None,Yes,Debit Card,Yearly
324,24,Female,Dress,Accessories,661.56,Houston,L,White,Spring,4.0,Inactive,Apple Pay,Free ship,Yes,SPRING15,Yes,Apple Pay,Yearly
325,31,Female,Handbag,Clothing,371.99,Denver,M,Gray,All Seasons,3.7,Active,PayPal,Express,No,None,No,Debit Card,Quarterly
326,19,Male,Backpack,Bags,724.74,Houston,S,Black,All Seasons,3.1,Inactive,Credit Card,Store pickup,No,None,Yes,Credit Card,Weekly
327,51,Other,Handbag,Beauty,995.68,Miami,S,Pink,Fall,4.3,Active,Google Pay,Free ship,No,None,Yes,Debit Card,Quarterly
328,52,Female,Perfume,Clothing,654.61,Boston,N/A,White,All Seasons,4.3,Inactive,PayPal,Standard,No,None,Yes,Google Pay,Quarterly
329,47,Male,Dress,Electronics,820.29,New York,N/A,Gray,Winter,4.4,Inactive,Credit Card,Free ship,Yes,SUMMER20,Yes,PayPal,Bi-Weekly
330,57,Female,Handbag,Clothing,767.75,Denver,N/A,White,All Seasons,2.6,Active,Apple Pay,Free ship,Yes,SPRING15,Yes,Apple Pay,Bi-Weekly
331,20,Female,Laptop,Clothing,506.51,Miami,M,Purple,Fall,4.8,Inactive,Google Pay,Standard,No,None,Yes,Debit Card,Yearly
332,54,Other,Running Shoes,Electronics,288.11,Boston,N/A,Purple,All Seasons,4.7,Inactive,Debit Card,Store pickup,Yes,None,Yes,Credit Card,Yearly
333,32,Male,Perfume,Accessories,863.32,Boston,S,Red,All Seasons,3.7,Active,Digital Wallet,Standard,No,None,Yes,Credit Card,Bi-Weekly
334,30,Female,Handbag,Electronics,281.1,Las Vegas,S,Green,Spring,4.5,Active,Debit Card,Express,Yes,None,Yes,Debit Card,Monthly
335,50,Other,T-Shirt,Accessories,281.68,Houston,S,Black,Spring,3.3,Active,Apple Pay,Store pickup,No,None,Yes,Apple Pay,Quarterly
336,59,Other,Laptop,Clothing,494.79,New York,S,Purple,All Seasons,4.8,Active,Google Pay,Standard,No,None,No,Credit Card,Weekly
337,56,Male,Wristwatch,Bags,273.62,New York,XL,Purple,Summer,2.4,Active,Google Pay,Store pickup,No,None,No,Google Pay,Monthly
338,24,Other,sunglasses,Electronics,327.26,Houston,N/A,Gray,All Seasons,2.9,Active,Credit Card,Free ship,Yes,None,No,Google Pay,Monthly
339,55,Other,Laptop,Beauty,170.39,Chicago,M,Silver,Fall,3.7,Active,Digital Wallet,Express,No,None,Yes,Google Pay,Monthly
340,35,Other,Backpack,Clothing,301.85,Miami,L,Green,Spring,4.5,Active,Google Pay,Nextday,Yes,SPRING15,Yes,PayPal,Yearly
341,53,Female,kurta,Beauty,329.86,Chicago,M,Black,Spring,4.3,Active,Debit Card,Free ship,No,None,No,Apple Pay,Weekly
342,40,Other,sunglasses,Accessories,836.18,Houston,M,Green,All Seasons,4.2,Inactive,Debit Card,Standard,Yes,SUMMER20,No,Credit Card,Bi-Weekly
343,42,Other,Smartphone,Bags,88.39,Houston,M,Silver,Fall,4.9,Active,Debit Card,Free ship,No,None,No,Google Pay,Bi-Weekly
344,22,Male,jeans,Accessories,572.49,New York,M,Blue,Fall,3.1,Inactive,Debit Card,Free ship,Yes,None,Yes,Google Pay,Yearly
345,33,Other,Gaming Console,Electronics,422.32,Houston,M,Orange,Fall,4.4,Inactive,Digital Wallet,Free ship,No,None,No,Apple Pay,Monthly
346,55,Male,Handbag,Accessories,977.28,Denver,L,Grey,Spring,4.2,Active,Apple Pay,Nextday,Yes,BEAUTY5,No,PayPal,Weekly
347,45,Male,jeans,Accessories,198.71,Boston,L,Gray,Fall,4.9,Active,PayPal,Express,No,None,No,PayPal,Bi-Weekly
348,60,Male,Perfume,Beauty,489.4,San Francisco,M,Purple,Winter,2.7,Inactive,Digital Wallet,Store pickup,Yes,SPRING15,Yes,PayPal,Bi-Weekly
349,24,Male,Backpack,Bags,59.49,Denver,L,Pink,Spring,5.0,Inactive,Debit Card,Express,Yes,SUMMER20,Yes,Apple Pay,Monthly
350,43,Male,jeans,Electronics,719.59,New York,L,Pink,Summer,2.6,Active,PayPal,Express,No,None,Yes,Google Pay,Quarterly
351,57,Female,sunglasses,Accessories,368.41,Los Angeles,N/A,Red,Winter,2.6,Inactive,Credit Card,Standard,No,None,Yes,Google Pay,Weekly
352,53,Male,Wristwatch,Electronics,274.81,Chicago,M,Black,All Seasons,1.9,Inactive,Apple Pay,Express,Yes,BEAUTY5,Yes,Credit Card,Yearly
